Date,Hour,LocationName,LocationGroup,Weekday,BRCYear,BRCQuarter,BRCMonthName,BRCWeek,InCount,OutCount,TotalCount
5/28/2012,0,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,2,1,3
5/28/2012,0,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,7,10,17
5/28/2012,0,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,4,5,9
5/28/2012,0,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,3,2,5
5/28/2012,0,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,7,5,12
5/28/2012,0,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,3,4,7
5/28/2012,0,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,0,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,27,29,56
5/28/2012,0,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,24,22,46
5/28/2012,0,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,14,25,39
5/28/2012,0,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,13,7,20
5/28/2012,0,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,34,34,68
5/28/2012,0,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,10,15,25
5/28/2012,0,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,8,8,16
5/28/2012,1,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,1,0,1
5/28/2012,1,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,5,3,8
5/28/2012,1,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,3,1,4
5/28/2012,1,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,2,1,3
5/28/2012,1,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,6,3,9
5/28/2012,1,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,3,6,9
5/28/2012,1,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,1,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,13,18,31
5/28/2012,1,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,17,16,33
5/28/2012,1,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,5,5,10
5/28/2012,1,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,9,6,15
5/28/2012,1,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,25,22,47
5/28/2012,1,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,6,5,11
5/28/2012,1,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,5,2,7
5/28/2012,2,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,2,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,2,0,2
5/28/2012,2,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,3,1,4
5/28/2012,2,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,1,0,1
5/28/2012,2,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,3,2,5
5/28/2012,2,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,2,1,3
5/28/2012,2,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,2,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,15,9,24
5/28/2012,2,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,5,4,9
5/28/2012,2,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,11,9,20
5/28/2012,2,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,8,5,13
5/28/2012,2,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,15,11,26
5/28/2012,2,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,4,4,8
5/28/2012,2,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,3,1,4
5/28/2012,3,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,1,0,1
5/28/2012,3,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,0,0,0
5/28/2012,3,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,8,3,11
5/28/2012,3,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,2,0,2
5/28/2012,3,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,9,9,18
5/28/2012,3,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,0,1,1
5/28/2012,3,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,0,0,0
5/28/2012,3,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,0,0,0
5/28/2012,4,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,4,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,1,2,3
5/28/2012,4,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,0,1,1
5/28/2012,4,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,0,0,0
5/28/2012,4,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,1,1,2
5/28/2012,4,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,3,1,4
5/28/2012,4,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,0,0,0
5/28/2012,4,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,4,3,7
5/28/2012,4,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,0,2,2
5/28/2012,4,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,7,8,15
5/28/2012,4,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,1,1,2
5/28/2012,4,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,2,4,6
5/28/2012,4,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,1,2,3
5/28/2012,4,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,3,1,4
5/28/2012,5,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,14,13,27
5/28/2012,5,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,10,4,14
5/28/2012,5,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,3,4,7
5/28/2012,5,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,2,2,4
5/28/2012,5,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,2,7,9
5/28/2012,5,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,12,13,25
5/28/2012,5,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,3,7,10
5/28/2012,5,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,21,17,38
5/28/2012,5,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,12,6,18
5/28/2012,5,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,14,12,26
5/28/2012,5,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,4,7,11
5/28/2012,5,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,5,17,22
5/28/2012,5,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,8,8,16
5/28/2012,5,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,16,9,25
5/28/2012,6,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,72,43,115
5/28/2012,6,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,36,20,56
5/28/2012,6,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,7,10,17
5/28/2012,6,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,6,9,15
5/28/2012,6,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,8,15,23
5/28/2012,6,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,23,34,57
5/28/2012,6,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,17,39,56
5/28/2012,6,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,38,43,81
5/28/2012,6,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,39,21,60
5/28/2012,6,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,21,20,41
5/28/2012,6,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,14,22,36
5/28/2012,6,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,15,30,45
5/28/2012,6,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,16,16,32
5/28/2012,6,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,34,47,81
5/28/2012,7,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,196,145,341
5/28/2012,7,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,92,109,201
5/28/2012,7,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,22,40,62
5/28/2012,7,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,19,23,42
5/28/2012,7,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,41,81,122
5/28/2012,7,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,78,105,183
5/28/2012,7,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,51,130,181
5/28/2012,7,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,133,126,259
5/28/2012,7,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,127,74,201
5/28/2012,7,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,55,57,112
5/28/2012,7,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,55,73,128
5/28/2012,7,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,73,71,144
5/28/2012,7,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,51,46,97
5/28/2012,7,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,87,196,283
5/28/2012,8,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,185,169,354
5/28/2012,8,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,109,112,221
5/28/2012,8,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,50,54,104
5/28/2012,8,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,34,29,63
5/28/2012,8,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,68,76,144
5/28/2012,8,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,106,106,212
5/28/2012,8,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,73,162,235
5/28/2012,8,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,237,189,426
5/28/2012,8,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,179,103,282
5/28/2012,8,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,58,63,121
5/28/2012,8,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,72,92,164
5/28/2012,8,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,131,106,237
5/28/2012,8,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,93,56,149
5/28/2012,8,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,105,212,317
5/28/2012,9,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,149,196,345
5/28/2012,9,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,96,109,205
5/28/2012,9,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,57,65,122
5/28/2012,9,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,46,36,82
5/28/2012,9,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,81,80,161
5/28/2012,9,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,107,111,218
5/28/2012,9,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,79,125,204
5/28/2012,9,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,191,177,368
5/28/2012,9,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,152,119,271
5/28/2012,9,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,93,78,171
5/28/2012,9,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,62,89,151
5/28/2012,9,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,106,87,193
5/28/2012,9,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,75,48,123
5/28/2012,9,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,126,162,288
5/28/2012,10,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,141,205,346
5/28/2012,10,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,117,142,259
5/28/2012,10,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,66,87,153
5/28/2012,10,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,62,47,109
5/28/2012,10,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,117,112,229
5/28/2012,10,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,99,112,211
5/28/2012,10,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,98,115,213
5/28/2012,10,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,206,209,415
5/28/2012,10,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,188,157,345
5/28/2012,10,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,98,90,188
5/28/2012,10,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,95,121,216
5/28/2012,10,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,112,105,217
5/28/2012,10,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,74,56,130
5/28/2012,10,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,156,171,327
5/28/2012,11,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,195,297,492
5/28/2012,11,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,157,163,320
5/28/2012,11,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,83,90,173
5/28/2012,11,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,76,72,148
5/28/2012,11,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,205,176,381
5/28/2012,11,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,160,192,352
5/28/2012,11,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,119,147,266
5/28/2012,11,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,279,335,614
5/28/2012,11,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,273,238,511
5/28/2012,11,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,179,149,328
5/28/2012,11,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,155,179,334
5/28/2012,11,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,135,162,297
5/28/2012,11,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,91,83,174
5/28/2012,11,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,237,218,455
5/28/2012,12,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,282,408,690
5/28/2012,12,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,226,239,465
5/28/2012,12,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,118,167,285
5/28/2012,12,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,118,122,240
5/28/2012,12,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,344,343,687
5/28/2012,12,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,323,345,668
5/28/2012,12,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,163,211,374
5/28/2012,12,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,473,538,1011
5/28/2012,12,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,500,431,931
5/28/2012,12,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,316,290,606
5/28/2012,12,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,293,324,617
5/28/2012,12,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,230,264,494
5/28/2012,12,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,175,168,343
5/28/2012,12,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,331,318,649
5/28/2012,13,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,197,238,435
5/28/2012,13,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,161,164,325
5/28/2012,13,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,83,111,194
5/28/2012,13,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,91,100,191
5/28/2012,13,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,233,211,444
5/28/2012,13,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,275,271,546
5/28/2012,13,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,110,138,248
5/28/2012,13,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,347,339,686
5/28/2012,13,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,332,285,617
5/28/2012,13,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,195,213,408
5/28/2012,13,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,215,239,454
5/28/2012,13,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,170,179,349
5/28/2012,13,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,127,100,227
5/28/2012,13,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,203,227,430
5/28/2012,14,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,188,268,456
5/28/2012,14,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,176,178,354
5/28/2012,14,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,89,106,195
5/28/2012,14,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,84,85,169
5/28/2012,14,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,269,244,513
5/28/2012,14,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,253,251,504
5/28/2012,14,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,129,164,293
5/28/2012,14,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,338,360,698
5/28/2012,14,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,348,314,662
5/28/2012,14,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,180,174,354
5/28/2012,14,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,178,211,389
5/28/2012,14,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,181,188,369
5/28/2012,14,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,119,101,220
5/28/2012,14,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,196,208,404
5/28/2012,15,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,180,342,522
5/28/2012,15,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,219,167,386
5/28/2012,15,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,91,98,189
5/28/2012,15,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,97,83,180
5/28/2012,15,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,288,224,512
5/28/2012,15,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,225,195,420
5/28/2012,15,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,149,160,309
5/28/2012,15,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,278,319,597
5/28/2012,15,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,357,310,667
5/28/2012,15,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,157,197,354
5/28/2012,15,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,194,205,399
5/28/2012,15,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,170,186,356
5/28/2012,15,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,115,101,216
5/28/2012,15,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,261,211,472
5/28/2012,16,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,167,348,515
5/28/2012,16,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,289,184,473
5/28/2012,16,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,80,86,166
5/28/2012,16,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,96,84,180
5/28/2012,16,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,310,236,546
5/28/2012,16,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,249,229,478
5/28/2012,16,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,191,178,369
5/28/2012,16,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,337,352,689
5/28/2012,16,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,344,361,705
5/28/2012,16,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,162,180,342
5/28/2012,16,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,204,216,420
5/28/2012,16,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,174,185,359
5/28/2012,16,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,130,104,234
5/28/2012,16,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,365,213,578
5/28/2012,17,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,155,253,408
5/28/2012,17,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,281,147,428
5/28/2012,17,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,66,79,145
5/28/2012,17,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,88,84,172
5/28/2012,17,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,299,250,549
5/28/2012,17,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,216,218,434
5/28/2012,17,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,151,158,309
5/28/2012,17,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,346,415,761
5/28/2012,17,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,417,378,795
5/28/2012,17,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,173,190,363
5/28/2012,17,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,226,230,456
5/28/2012,17,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,219,264,483
5/28/2012,17,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,144,133,277
5/28/2012,17,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,293,224,517
5/28/2012,18,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,119,183,302
5/28/2012,18,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,118,124,242
5/28/2012,18,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,57,58,115
5/28/2012,18,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,58,69,127
5/28/2012,18,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,238,181,419
5/28/2012,18,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,180,175,355
5/28/2012,18,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,106,127,233
5/28/2012,18,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,312,424,736
5/28/2012,18,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,392,325,717
5/28/2012,18,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,167,158,325
5/28/2012,18,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,214,196,410
5/28/2012,18,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,209,245,454
5/28/2012,18,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,130,130,260
5/28/2012,18,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,155,179,334
5/28/2012,19,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,61,79,140
5/28/2012,19,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,66,71,137
5/28/2012,19,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,28,28,56
5/28/2012,19,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,26,26,52
5/28/2012,19,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,107,71,178
5/28/2012,19,Chestnut at 16 North,1500 Block of Chestnut,Monday,2012,2,June,22,143,134,277
5/28/2012,19,12th and Market North,Intersection of 12th & Ma,Monday,2012,2,June,22,27,43,70
5/28/2012,19,Walnut South,1700 Block of Walnut,Monday,2012,2,June,22,218,247,465
5/28/2012,19,Walnut North,1700 Block of Walnut,Monday,2012,2,June,22,241,162,403
5/28/2012,19,Chesnut at 17 South,1600 Block of Chestnut,Monday,2012,2,June,22,106,93,199
5/28/2012,19,Chesnut at 17 North,1600 Block of Chestnut,Monday,2012,2,June,22,141,147,288
5/28/2012,19,Walnut and 13 South,1200 Block Walnut,Monday,2012,2,June,22,119,138,257
5/28/2012,19,Walnut at 13 North,1200 Block Walnut,Monday,2012,2,June,22,78,82,160
5/28/2012,19,Market and 8 North,800 Block of Market,Monday,2012,2,June,22,62,94,156
5/28/2012,20,12th and Market South,Intersection of 12th & Ma,Monday,2012,2,June,22,8,11,19
5/28/2012,20,Market at 9th South,800 Block of Market,Monday,2012,2,June,22,41,58,99
5/28/2012,20,Chesnut at 12th Nort,1100 Block of Chestnut,Monday,2012,2,June,22,32,24,56
5/28/2012,20,Chesnut at 11th Sout,1100 Block of Chestnut,Monday,2012,2,June,22,18,19,37
5/28/2012,20,Chesnut at 16th Sout,1500 Block of Chestnut,Monday,2012,2,June,22,59,35,94
